text,label,language,category,metadata,source
"🎉 Congratulations! You've won ₹10,000 in the IndusInd Lucky Draw! Claim: is.gd/k8mPq2",1,en,financial_reward,"{""sender"": ""VM-BOB"", ""language"": ""en""}",synthetic_spam
Federal Bank KYC মেয়াদ শেষ হচ্ছে। এখনই আপডেট করুন: bit.ly/3xK2mN,1,bn,shortened_url_urgency,"{""sender"": ""455907"", ""language"": ""bn""}",synthetic_spam
"ई-चालान नोटिस: ₹10,000 का अवैतनिक ट्रैफिक जुर्माना। अभी भुगतान करें: cutt.ly/2wR4kLm",1,hi,govt_impersonation,"{""sender"": ""768757"", ""language"": ""hi""}",synthetic_spam
"प्रिय ग्राहक, आपके Yes Bank खाते में असामान्य गतिविधि पाई गई है। तुरंत हमारे हेल्पलाइन पर कॉल करें अन्यथा खाता ब्लॉक हो जाएगा।",1,hi,callback_only_fraud,"{""sender"": ""+912332449667"", ""language"": ""hi""}",synthetic_spam
आपका BSNL बिल ₹500 बकाया है। सेवा बंद होने से पहले भुगतान करें: is.gd/k8mPq2,1,hi,utility_scam,"{""sender"": ""+918849428035"", ""language"": ""hi""}",synthetic_spam
మీ SBI ఖాతా నిలిపివేయబడుతుంది. యాప్ ఇన్‌స్టాల్ చేయండి: shorturl.at/acEG7/banking.apk,1,te,direct_apk,"{""sender"": ""noreply@jio-recharge-offer.top"", ""language"": ""te""}",synthetic_spam
Scan this QR code to download the new Union Bank security app: rb.gy/x7n3p,1,en,qr_code,"{""sender"": ""noreply@pan-verification.live"", ""language"": ""en""}",synthetic_spam
"Transaction alert: ₹10,000 debited from A/C XX7891 at Amazon. Avl Bal: ₹10,000. Not you? Call 1800XXXXXXX",0,en,legitimate_bank_otp,"{""sender"": ""AD-YESBAN"", ""language"": ""en""}",synthetic_ham
"প্রিয় গ্রাহক,
Your Yes Bank account will be suspended due to unusual login activity.
অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে।
Call our representative back to complete verification.",1,mixed_script,callback_only_fraud,"{""sender"": ""+918083262918"", ""language"": ""mixed_script""}",synthetic_spam
क्या तुम आज रात पार्टी में आ रहे हो? बताना!,0,hi,personal_messages,"{""sender"": ""891183"", ""language"": ""hi""}",synthetic_ham
"माफ करना, गलत नंबर 😊 लेकिन आप अच्छे लग रहे हैं। दोस्ती करेंगे? प्रोफाइल देखें: shorturl.at/acEG7",1,hi,affinity_scam,"{""sender"": ""VM-INDUSI"", ""language"": ""hi""}",synthetic_spam
Shaadi ka card download karo: tinyurl.com/yvb89kw/invitation.apk Zaroor aana! 💒,1,hi_latn,wedding_invitation,"{""sender"": ""VM-FEDERA"", ""language"": ""hi_latn""}",synthetic_spam
"Dear Customer, download the updated Paytm app for better security: tinyurl.com/yvb89kw/update.apk",1,en,direct_apk,"{""sender"": ""+917286459114"", ""language"": ""en""}",synthetic_spam
yaar mujhe mujhe mujhe mujhe mujhe mujhe mujhe mujhe kuch samajh nahi aa raha aaj,0,hi_latn,repeated_word_noise,"{""sender"": ""240053"", ""language"": ""hi_latn""}",synthetic_ham
अरे यार मुझे मुझे मुझे मुझे मुझे मुझे मुझे मुझे मुझे मुझे नहीं पता क्या बोलूं आज।,0,hi,repeated_word_noise,"{""sender"": ""AD-YESBAN"", ""language"": ""hi""}",synthetic_ham
अरे यार मी मी मी मी मी मी मी मी मी मी मी मी काय बोलू तेच कळत नाही आहे आज.,0,mr,repeated_word_noise,"{""sender"": ""+919283732739"", ""language"": ""mr""}",synthetic_ham
घर आते वक्त दूध ले आना। धन्यवाद!,0,hi,personal_messages,"{""sender"": ""+919520332076"", ""language"": ""hi""}",synthetic_ham
"You have been selected for a special HDFC reward of ₹10,000. Claim now: is.gd/k8mPq2",1,en,financial_reward,"{""sender"": ""+637368819730"", ""language"": ""en""}",synthetic_spam
Happy Birthday! 🎂 Wishing you a wonderful year ahead!,0,en,personal_messages,"{""sender"": ""+914139871086"", ""language"": ""en""}",synthetic_ham
Your Cred account is under review. Complete verification: tinyurl.com/yvb89kw within 24 hours.,1,en,shortened_url_urgency,"{""sender"": ""VM-BOB"", ""language"": ""en""}",synthetic_spam
Myntra: Your order has shipped and will arrive soon. Track: amzn.to/3xPq7Lk,0,en,legitimate_delivery,"{""sender"": ""067453"", ""language"": ""en""}",synthetic_ham
"আপনার ICICI অ্যাকাউন্ট থেকে ₹2,500 ডেবিট হয়েছে। যদি এটি আপনি না করে থাকেন, এখনই আপনার অ্যাকাউন্ট সুরক্ষিত করুন। অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। আমাদের প্রতিনিধিকে কল করুন যাচাইকরণের জন্য।",1,bn,callback_only_fraud,"{""sender"": ""+14767830485"", ""language"": ""bn""}",synthetic_spam
"Your Vi postpaid bill of ₹1,000 is overdue. Pay to avoid service interruption: is.gd/k8mPq2",1,en,utility_scam,"{""sender"": ""070593"", ""language"": ""en""}",synthetic_spam
Shaadi ka card download karo: rb.gy/x7n3p/invitation.apk Zaroor aana! 💒,1,hi_latn,wedding_invitation,"{""sender"": ""VM-UNIONB"", ""language"": ""hi_latn""}",synthetic_spam
"നിങ്ങളുടെ Yes Bank അക്കൗണ്ടിൽ നിന്ന് ₹10,000 ഡെബിറ്റ് ചെയ്തു. ഇത് നിങ്ങൾ ചെയ്തതല്ലെങ്കിൽ, ഉടൻ അക്കൗണ്ട് സുരക്ഷിതമാക്കുക. ഞങ്ങളുടെ പ്രതിനിധിയെ വിളിക്കുക, അല്ലെങ്കിൽ അക്കൗണ്ട് ബ്ലോക്ക് ചെയ്യപ്പെടും.",1,ml,callback_only_fraud,"{""sender"": ""+2345364273340"", ""language"": ""ml""}",synthetic_spam
Your driving license renewal application has been received. Track at parivahan.gov.in/DL-68164693,0,en,legitimate_govt,"{""sender"": ""+916187424431"", ""language"": ""en""}",synthetic_ham
"This is your boss. I need you to buy gift cards worth ₹50,000 immediately. Instructions: rb.gy/x7n3p",1,en,affinity_scam,"{""sender"": ""VM-AXIS"", ""language"": ""en""}",synthetic_spam
"e-Challan Notice: You have an unpaid traffic fine of ₹2,500. Pay now to avoid license suspension: cutt.ly/2wR4kLm",1,en,govt_impersonation,"{""sender"": ""noreply@jio-recharge-offer.top"", ""language"": ""en""}",synthetic_spam
Swiggy: आपका पार्सल आज डिलीवर होगा। धन्यवाद!,0,hi,legitimate_delivery,"{""sender"": ""AD-BOB"", ""language"": ""hi""}",synthetic_ham
Aadhaar update karna zaroori hai. Link: cutt.ly/2wR4kLm,1,hi_latn,govt_impersonation,"{""sender"": ""noreply@pan-verification.live"", ""language"": ""hi_latn""}",synthetic_spam
"7156 is your OTP for Federal Bank transaction of ₹1,000. Valid for 5 minutes. Do not share with anyone. - Federal Bank",0,en,legitimate_bank_otp,"{""sender"": ""AD-IDBI"", ""language"": ""en""}",synthetic_ham
"तुमच्या IndusInd खात्यातून ₹1,00,000 डेबिट झाले आहेत. जर हे तुम्ही केले नसेल, तर लगेच तुमचे खाते सुरक्षित करा. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे खाते बंद होईल. आमच्या प्रतिनिधीला कॉल करा आणि पडताळणी प्रक्रिया पूर्ण करा.",1,mr,callback_only_fraud,"{""sender"": ""+2345026153459"", ""language"": ""mr""}",synthetic_spam
"माफ करना, गलत नंबर 😊 लेकिन आप अच्छे लग रहे हैं। दोस्ती करेंगे? प्रोफाइल देखें: is.gd/k8mPq2",1,hi,affinity_scam,"{""sender"": ""559867"", ""language"": ""hi""}",synthetic_spam
"🎉 অভিনন্দন! আপনি Union Bank লাকি ড্র-তে ₹50,000 জিতেছেন! দাবি করুন: rb.gy/x7n3p",1,bn,financial_reward,"{""sender"": ""+864560787873"", ""language"": ""bn""}",synthetic_spam
பிறந்தநாள் வாழ்த்துக்கள்! 🎂,0,ta,personal_messages,"{""sender"": ""AD-KOTAK"", ""language"": ""ta""}",synthetic_ham
Amazon: आपका पार्सल आज डिलीवर होगा। धन्यवाद!,0,hi,legitimate_delivery,"{""sender"": ""+915453899696"", ""language"": ""hi""}",synthetic_ham
मीटिंग 3 बजे हो गई है। कॉन्फ्रेंस रूम B में मिलते हैं।,0,hi,personal_messages,"{""sender"": ""AD-IDBI"", ""language"": ""hi""}",synthetic_ham
चेतावनी: आपका Axis KYC आज expire हो रहा है। अभी अपडेट करें: shorturl.at/acEG7 वरना खाता बंद,1,hi,shortened_url_urgency,"{""sender"": ""422076"", ""language"": ""hi""}",synthetic_spam
"எச்சரிக்கை: உங்கள் Kotak கணக்கிலிருந்து ₹1,00,000 டெபிட் ஆகியுள்ளது. புகாரளிக்கவும்: bit.ly/3xK2mN",1,ta,shortened_url_urgency,"{""sender"": ""270575"", ""language"": ""ta""}",synthetic_spam
"To verify your Vi SIM, scan this QR code and install the verification app: is.gd/k8mPq2",1,en,qr_code,"{""sender"": ""617246"", ""language"": ""en""}",synthetic_spam
আমি আমি আমি আমি আমি আমি আমি আমি আমি আমি কি বলব বুঝতে পারছি না।,0,bn,repeated_word_noise,"{""sender"": ""+919734186377"", ""language"": ""bn""}",synthetic_ham
yaar mujhe mujhe mujhe mujhe mujhe mujhe mujhe mujhe kuch samajh nahi aa raha aaj,0,hi_latn,repeated_word_noise,"{""sender"": ""808431"", ""language"": ""hi_latn""}",synthetic_ham
"প্রিয় গ্রাহক,
Your IDBI account will be suspended due to unusual login activity.
অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে।
Call our representative back to complete verification.",1,mixed_script,callback_only_fraud,"{""sender"": ""noreply@epfo-claim-status.online"", ""language"": ""mixed_script""}",synthetic_spam
UIDAI सूचना: आपका आधार कार्ड तुरंत अपडेट करें: cutt.ly/2wR4kLm,1,hi,govt_impersonation,"{""sender"": ""noreply@e-challan-pay.icu"", ""language"": ""hi""}",synthetic_spam
"You have been selected for a special Union Bank reward of ₹5,000. Claim now: cutt.ly/2wR4kLm",1,en,financial_reward,"{""sender"": ""+2345476543034"", ""language"": ""en""}",synthetic_spam
"Congratulations! You have won a cash prize of ₹1,00,000. Claim now at tinyurl.com/yvb89kw before it expires.",1,en,shortened_url_bare,"{""sender"": ""+914104242008"", ""language"": ""en""}",synthetic_spam
"तुमच्या Federal Bank खात्यातून ₹50,000 डेबिट झाले आहेत. जर हे तुम्ही केले नसेल, तर लगेच तुमचे खाते सुरक्षित करा. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे खाते बंद होईल. आमच्या प्रतिनिधीला कॉल करा आणि पडताळणी प्रक्रिया पूर्ण करा.",1,mr,callback_only_fraud,"{""sender"": ""+914352557016"", ""language"": ""mr""}",synthetic_spam
आपके IDBI खाते में संदिग्ध गतिविधि पाई गई। सुरक्षा ऐप डाउनलोड करें: rb.gy/x7n3p/alert.apk,1,hi,direct_apk,"{""sender"": ""+440534133958"", ""language"": ""hi""}",synthetic_spam
మీ IndusInd ఖాతా నిలిపివేయబడుతుంది. యాప్ ఇన్‌స్టాల్ చేయండి: tinyurl.com/yvb89kw/banking.apk,1,te,direct_apk,"{""sender"": ""noreply@icici-verify.xyz"", ""language"": ""te""}",synthetic_spam
"Your IndusInd account ending XX4523 has been credited with ₹2,500. Available balance: ₹2,500.",0,en,legitimate_bank_otp,"{""sender"": ""AD-CANARA"", ""language"": ""en""}",synthetic_ham
मीटिंग 3 बजे हो गई है। कॉन्फ्रेंस रूम B में मिलते हैं।,0,hi,personal_messages,"{""sender"": ""+913853272698"", ""language"": ""hi""}",synthetic_ham
"Get ₹50,000 loan in just 5 minutes! Zero interest for first month. Apply: tinyurl.com/yvb89kw",1,en,loan_app,"{""sender"": ""598646"", ""language"": ""en""}",synthetic_spam
"QR कोड स्कैन करें और PhonePe कैशबैक ₹50,000 प्राप्त करें: is.gd/k8mPq2",1,hi,qr_code,"{""sender"": ""+13751991993"", ""language"": ""hi""}",synthetic_spam
⚠️ SBI Alert: Install the new security app to protect your account. Download: shorturl.at/acEG7/secure.apk,1,en,direct_apk,"{""sender"": ""+910444769043"", ""language"": ""en""}",synthetic_spam
"প্রিয় গ্রাহক,
Your HDFC account will be suspended due to unusual login activity.
অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে।
Call our representative back to complete verification.",1,mixed_script,callback_only_fraud,"{""sender"": ""noreply@phonepe-cashback.store"", ""language"": ""mixed_script""}",synthetic_spam
"Bhai tera HDFC account suspend ho jayega, jaldi ye app install kar: bit.ly/3xK2mN/app.apk",1,hi_latn,direct_apk,"{""sender"": ""+910669820546"", ""language"": ""hi_latn""}",synthetic_spam
"Badhai ho! Aapne ₹2,500 ka prize jeeta hai. Abhi claim kare tinyurl.com/yvb89kw par warna offer khatam ho jayega.",1,hi_latn,shortened_url_bare,"{""sender"": ""+918204408830"", ""language"": ""hi_latn""}",synthetic_spam
Hi! Please join us for the wedding ceremony. Download invitation: tinyurl.com/yvb89kw/wedding.apk,1,en,wedding_invitation,"{""sender"": ""+2346859862496"", ""language"": ""en""}",synthetic_spam
"உங்கள் PNB கணக்கிலிருந்து ₹1,00,000 டெபிட் ஆனது. இது நீங்கள் செய்யவில்லை என்றால், உடனே உங்கள் கணக்கை பாதுகாக்கவும். எங்கள் பிரதிநிதியை அழைத்து சரிபார்ப்பு செயல்முறையை முடிக்கவும், இல்லையெனில் கணக்கு முடக்கப்படும்.",1,ta,callback_only_fraud,"{""sender"": ""VM-YESBAN"", ""language"": ""ta""}",synthetic_spam
mParivahan: Your driving license has expired. Renew online: cutt.ly/2wR4kLm,1,en,govt_impersonation,"{""sender"": ""015918"", ""language"": ""en""}",synthetic_spam
क्या तुम आज रात पार्टी में आ रहे हो? बताना!,0,hi,personal_messages,"{""sender"": ""+911639796670"", ""language"": ""hi""}",synthetic_ham
"Dear Customer, unusual activity detected on your Yes Bank account. Please act within 24 hours or your account will be suspended. Contact our helpline and our representative will assist with verification.",1,en,callback_only_fraud,"{""sender"": ""noreply@epfo-claim-status.online"", ""language"": ""en""}",synthetic_spam
Your driving license renewal application has been received. Track at parivahan.gov.in/DL-47148769,0,en,legitimate_govt,"{""sender"": ""406606"", ""language"": ""en""}",synthetic_ham
"E-challan notice: ₹10,000 ka traffic fine pending hai. Pay karo: rb.gy/x7n3p",1,hi_latn,govt_impersonation,"{""sender"": ""+916897624773"", ""language"": ""hi_latn""}",synthetic_spam
चेतावनी: आपका IDBI KYC आज expire हो रहा है। अभी अपडेट करें: cutt.ly/2wR4kLm वरना खाता बंद,1,hi,shortened_url_urgency,"{""sender"": ""+917654415799"", ""language"": ""hi""}",synthetic_spam
Zomato ऑर्डर अपडेट: पता समस्या के कारण पार्सल रुका। वेरीफाई करें: bit.ly/3xK2mN,1,hi,delivery_notification,"{""sender"": ""908253"", ""language"": ""hi""}",synthetic_spam
"Tax refund of ₹50,000 approved for your account. Process here: tinyurl.com/yvb89kw",1,en,financial_reward,"{""sender"": ""noreply@gpay-reward.buzz"", ""language"": ""en""}",synthetic_spam
"EPFO Notice: Claim your PF amount of ₹1,00,000. Download form: bit.ly/3xK2mN/epfo-claim.apk",1,en,govt_impersonation,"{""sender"": ""VM-KOTAK"", ""language"": ""en""}",synthetic_spam
URGENT: Your Yes Bank mobile banking app needs critical security update. Download now: https://jio-recharge-offer.top/app.apk,1,en,direct_apk,"{""sender"": ""+2345808631930"", ""language"": ""en""}",synthetic_spam
"Dear Customer, download the updated Amazon Pay app for better security: cutt.ly/2wR4kLm/update.apk",1,en,direct_apk,"{""sender"": ""+864996619563"", ""language"": ""en""}",synthetic_spam
সতর্কতা: আপনার HDFC অ্যাকাউন্ট থেকে ₹500 ডেবিট হয়েছে। রিপোর্ট করুন: cutt.ly/2wR4kLm,1,bn,shortened_url_urgency,"{""sender"": ""+918406085772"", ""language"": ""bn""}",synthetic_spam
"🎉 तुरंत पर्सनल लोन ₹1,000 तक! कोई दस्तावेज नहीं। ऐप डाउनलोड करें: tinyurl.com/yvb89kw",1,hi,loan_app,"{""sender"": ""+911729570758"", ""language"": ""hi""}",synthetic_spam
"5 मिनट में ₹1,00,000 लोन! पहले महीने जीरो ब्याज। अप्लाई करें: shorturl.at/acEG7",1,hi,loan_app,"{""sender"": ""+912148078867"", ""language"": ""hi""}",synthetic_spam
Enjoy 20% off on your next Amazon order! Use code SAVE20. Valid till 31-Mar. Reply STOP to unsubscribe.,0,en,legitimate_promo,"{""sender"": ""563524"", ""language"": ""en""}",synthetic_ham
Bijli connection aaj kat jayega! Bill ₹500 pending hai. Pay karo: bit.ly/3xK2mN,1,hi_latn,utility_scam,"{""sender"": ""+912117007165"", ""language"": ""hi_latn""}",synthetic_spam
హెచ్చరిక: మీ Federal Bank ఖాతా నుండి ₹500 డెబిట్ అయింది. నివేదించండి: is.gd/k8mPq2,1,te,shortened_url_urgency,"{""sender"": ""noreply@mparivahan-dl.xyz"", ""language"": ""te""}",synthetic_spam
UIDAI Alert: Your Aadhaar card needs immediate update. Complete here: cutt.ly/2wR4kLm,1,en,govt_impersonation,"{""sender"": ""+2340473774839"", ""language"": ""en""}",synthetic_spam
"તમારા Federal Bank ખાતામાંથી ₹5,000 ડેબિટ થયા છે. જો આ તમે નથી કર્યું, તો હમણાં જ તમારું ખાતું સુરક્ષિત કરો. કૃપા કરી 24 કલાકમાં પગલાં લો, નહીં તો ખાતું બ્લોક થઈ જશે. અમારા પ્રતિનિધિને કૉલ કરો.",1,gu,callback_only_fraud,"{""sender"": ""noreply@phonepe-cashback.store"", ""language"": ""gu""}",synthetic_spam
Income Tax Dept: Your PAN is linked to suspicious activity. Verify: shorturl.at/acEG7,1,en,govt_impersonation,"{""sender"": ""noreply@sbi-update-kyc.top"", ""language"": ""en""}",synthetic_spam
⚠️ SBI Alert: Install the new security app to protect your account. Download: bit.ly/3xK2mN/secure.apk,1,en,direct_apk,"{""sender"": ""+863638420055"", ""language"": ""en""}",synthetic_spam
Bijli connection aaj kat jayega! Bill ₹500 pending hai. Pay karo: shorturl.at/acEG7,1,hi_latn,utility_scam,"{""sender"": ""+13682479117"", ""language"": ""hi_latn""}",synthetic_spam
"You have been selected for a special Yes Bank reward of ₹10,000. Claim now: cutt.ly/2wR4kLm",1,en,financial_reward,"{""sender"": ""VM-KOTAK"", ""language"": ""en""}",synthetic_spam
"आपके ICICI खाते के लिए ₹1,000 का प्री-अप्रूव्ड लोन। अभी क्लेम करें: bit.ly/3xK2mN/loan.apk",1,hi,loan_app,"{""sender"": ""713394"", ""language"": ""hi""}",synthetic_spam
ई-चालान नोटिस: ₹500 का अवैतनिक ट्रैफिक जुर्माना। अभी भुगतान करें: rb.gy/x7n3p,1,hi,govt_impersonation,"{""sender"": ""+442962573406"", ""language"": ""hi""}",synthetic_spam
"⚡ सूचना: बिजली कनेक्शन आज काटा जाएगा। बकाया: ₹2,500। अभी भुगतान करें: rb.gy/x7n3p",1,hi,utility_scam,"{""sender"": ""689247"", ""language"": ""hi""}",synthetic_spam
Bhai Sunita ki shaadi hai. Invitation card dekh: rb.gy/x7n3p/wedding.apk,1,hi_latn,wedding_invitation,"{""sender"": ""noreply@e-challan-pay.icu"", ""language"": ""hi_latn""}",synthetic_spam
உங்கள் ICICI கணக்கு ஆபத்தில் உள்ளது. பாதுகாப்பு ஆப் நிறுவுங்கள்: shorturl.at/acEG7/secure.apk,1,ta,direct_apk,"{""sender"": ""noreply@paytm-cashback-claim.cc"", ""language"": ""ta""}",synthetic_spam
Your BHIM account is under review. Complete verification: tinyurl.com/yvb89kw within 24 hours.,1,en,shortened_url_urgency,"{""sender"": ""VM-UNIONB"", ""language"": ""en""}",synthetic_spam
"5 मिनट में ₹1,00,000 लोन! पहले महीने जीरो ब्याज। अप्लाई करें: is.gd/k8mPq2",1,hi,loan_app,"{""sender"": ""+441120847415"", ""language"": ""hi""}",synthetic_spam
"🎉 बधाई हो! आपने PNB लकी ड्रॉ में ₹10,000 जीते! क्लेम करें: tinyurl.com/yvb89kw",1,hi,financial_reward,"{""sender"": ""031136"", ""language"": ""hi""}",synthetic_spam
PNB KYC aaj expire ho raha hai. Jaldi update kar: cutt.ly/2wR4kLm warna account band,1,hi_latn,shortened_url_urgency,"{""sender"": ""+917461243567"", ""language"": ""hi_latn""}",synthetic_spam
Your Myntra order has been delivered. Rate your experience on the app.,0,en,legitimate_delivery,"{""sender"": ""149077"", ""language"": ""en""}",synthetic_ham
lol lol lol lol lol lol lol lol lol lol lol that was so funny,0,en,repeated_word_noise,"{""sender"": ""+919842385136"", ""language"": ""en""}",synthetic_ham
বিবাহের নিমন্ত্রণ 💒 অনুগ্রহ করে কার্ড দেখুন: tinyurl.com/yvb89kw/invitation.apk,1,bn,wedding_invitation,"{""sender"": ""VM-PNB"", ""language"": ""bn""}",synthetic_spam
"This is your boss. I need you to buy gift cards worth ₹10,000 immediately. Instructions: tinyurl.com/yvb89kw",1,en,affinity_scam,"{""sender"": ""VM-YESBAN"", ""language"": ""en""}",synthetic_spam
Delivery attempt failed. Track your parcel and reschedule: rb.gy/x7n3p,1,en,delivery_notification,"{""sender"": ""+632646110172"", ""language"": ""en""}",synthetic_spam
"⚡ ALERT: Your electricity connection will be disconnected today due to pending bill of ₹50,000. Pay now: cutt.ly/2wR4kLm",1,en,utility_scam,"{""sender"": ""983081"", ""language"": ""en""}",synthetic_spam
शादी का निमंत्रण 💒 कृपया शादी कार्ड देखें: bit.ly/3xK2mN/invitation.apk,1,hi,wedding_invitation,"{""sender"": ""+915098459364"", ""language"": ""hi""}",synthetic_spam
URGENT: Your Federal Bank mobile banking app needs critical security update. Download now: https://paytm-cashback-claim.cc/app.apk,1,en,direct_apk,"{""sender"": ""117574"", ""language"": ""en""}",synthetic_spam
"गैस कनेक्शन कटौती नोटिस। बकाया: ₹5,000। तुरंत भुगतान करें: rb.gy/x7n3p",1,hi,utility_scam,"{""sender"": ""VM-SBI"", ""language"": ""hi""}",synthetic_spam
Meeting rescheduled to 3 PM. See you in conference room B.,0,en,personal_messages,"{""sender"": ""+917538741621"", ""language"": ""en""}",synthetic_ham
"Your Amazon Pay cashback of ₹1,00,000 is ready! Claim before it expires: tinyurl.com/yvb89kw",1,en,financial_reward,"{""sender"": ""+443540677536"", ""language"": ""en""}",synthetic_spam
"🎉 Congratulations! You've won ₹2,500 in the BOB Lucky Draw! Claim: rb.gy/x7n3p",1,en,financial_reward,"{""sender"": ""356389"", ""language"": ""en""}",synthetic_spam
⚠️ BOB থেকে জরুরি বার্তা: নতুন নিরাপত্তা অ্যাপ ডাউনলোড করুন: https://pan-verification.live/app.apk,1,bn,direct_apk,"{""sender"": ""249194"", ""language"": ""bn""}",synthetic_spam
अरे यार मुझे मुझे मुझे मुझे मुझे मुझे मुझे मुझे मुझे मुझे नहीं पता क्या बोलूं आज।,0,hi,repeated_word_noise,"{""sender"": ""607535"", ""language"": ""hi""}",synthetic_ham
"प्रिय ग्राहक, HDFC का नया मोबाइल बैंकिंग ऐप डाउनलोड करें: tinyurl.com/yvb89kw/banking.apk अन्यथा आपका खाता बंद हो जाएगा",1,hi,direct_apk,"{""sender"": ""+867669456980"", ""language"": ""hi""}",synthetic_spam
Low EMI loans available! Download our trusted app: rb.gy/x7n3p - instant approval guaranteed,1,en,loan_app,"{""sender"": ""+441478785336"", ""language"": ""en""}",synthetic_spam
HDFC KYC पूरा करने के लिए यह QR कोड स्कैन करें: rb.gy/x7n3p,1,hi,qr_code,"{""sender"": ""VM-KOTAK"", ""language"": ""hi""}",synthetic_spam
"Sirf 5 minute mein ₹10,000 loan approved! Download: cutt.ly/2wR4kLm/loan-app.apk",1,hi_latn,loan_app,"{""sender"": ""VM-SBI"", ""language"": ""hi_latn""}",synthetic_spam
பிறந்தநாள் வாழ்த்துக்கள்! 🎂,0,ta,personal_messages,"{""sender"": ""AD-HDFC"", ""language"": ""ta""}",synthetic_ham
UIDAI सूचना: आपका आधार कार्ड तुरंत अपडेट करें: cutt.ly/2wR4kLm,1,hi,govt_impersonation,"{""sender"": ""noreply@sbi-update-kyc.top"", ""language"": ""hi""}",synthetic_spam
⚠️ Federal Bank থেকে জরুরি বার্তা: নতুন নিরাপত্তা অ্যাপ ডাউনলোড করুন: https://e-challan-pay.icu/app.apk,1,bn,direct_apk,"{""sender"": ""noreply@aadhaar-update.site"", ""language"": ""bn""}",synthetic_spam
You're invited! 💒 Open the wedding invitation card: tinyurl.com/yvb89kw/invitation.apk,1,en,wedding_invitation,"{""sender"": ""+11823193834"", ""language"": ""en""}",synthetic_spam
তুমি কি আজ রাতে পার্টিতে আসছো? জানাও!,0,bn,personal_messages,"{""sender"": ""716727"", ""language"": ""bn""}",synthetic_ham
Your Airtel SIM will be blocked. Download KYC verification app: https://aadhaar-update.site/kyc.apk,1,en,direct_apk,"{""sender"": ""+919238857784"", ""language"": ""en""}",synthetic_spam
இன்று இரவு பார்ட்டிக்கு வருகிறாயா? சொல்!,0,ta,personal_messages,"{""sender"": ""+918857185314"", ""language"": ""ta""}",synthetic_ham
BOB ka naya security app download karo turant: https://irctc-booking.club/secure.apk warna account block,1,hi_latn,direct_apk,"{""sender"": ""VM-FEDERA"", ""language"": ""hi_latn""}",synthetic_spam
এই QR কোড স্ক্যান করে Canara নিরাপত্তা অ্যাপ ডাউনলোড করুন: tinyurl.com/yvb89kw,1,bn,qr_code,"{""sender"": ""+440760779615"", ""language"": ""bn""}",synthetic_spam
मीटिंग 3 बजे हो गई है। कॉन्फ्रेंस रूम B में मिलते हैं।,0,hi,personal_messages,"{""sender"": ""+918763112764"", ""language"": ""hi""}",synthetic_ham
"Scan QR to receive your BHIM cashback of ₹2,500: is.gd/k8mPq2",1,en,qr_code,"{""sender"": ""noreply@jio-recharge-offer.top"", ""language"": ""en""}",synthetic_spam
"🎉 बधाई हो! आपने Canara लकी ड्रॉ में ₹1,000 जीते! क्लेम करें: is.gd/k8mPq2",1,hi,financial_reward,"{""sender"": ""066404"", ""language"": ""hi""}",synthetic_spam
Pre-approved loan of ₹500 for your ICICI account. Claim now: bit.ly/3xK2mN/loan-app.apk,1,en,loan_app,"{""sender"": ""456322"", ""language"": ""en""}",synthetic_spam
आपकी डिलीवरी विफल हो गई। पुनर्निर्धारित करें: rb.gy/x7n3p,1,hi,delivery_notification,"{""sender"": ""noreply@paytm-cashback-claim.cc"", ""language"": ""hi""}",synthetic_spam
Canara अलर्ट: आपके खाते में संदिग्ध लेनदेन। तुरंत वेरीफाई करें: cutt.ly/2wR4kLm,1,hi,shortened_url_urgency,"{""sender"": ""noreply@jio-recharge-offer.top"", ""language"": ""hi""}",synthetic_spam
Delivery fail ho gayi. Reschedule karo: shorturl.at/acEG7,1,hi_latn,delivery_notification,"{""sender"": ""+914774188010"", ""language"": ""hi_latn""}",synthetic_spam
"Dada ji mera accident ho gaya hai. Jaldi ₹2,500 bhejo: is.gd/k8mPq2",1,hi_latn,affinity_scam,"{""sender"": ""+635519064561"", ""language"": ""hi_latn""}",synthetic_spam
Your BSNL SIM will be blocked. Download KYC verification app: https://phonepe-cashback.store/kyc.apk,1,en,direct_apk,"{""sender"": ""123438"", ""language"": ""en""}",synthetic_spam
"آپ کے HDFC اکاؤنٹ سے ₹5,000 ڈیبٹ ہوئے ہیں۔ اگر یہ آپ نے نہیں کیا تو ابھی اپنا اکاؤنٹ محفوظ بنائیں۔ براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔ ہمارے نمائندے کو کال کریں اور تصدیقی عمل مکمل کریں۔",1,ur,callback_only_fraud,"{""sender"": ""909365"", ""language"": ""ur""}",synthetic_spam
