id,text,label,subtype,category,language,delivery_mode,brand_used,sender_id,source
1397,"Your electricity bill of Rs 50000 with State Electricity Board is pending.
ਕਿਰਪਾ ਕਰਕੇ 24 ਘੰਟਿਆਂ ਦੇ ਅੰਦਰ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
ਹੇਠਾਂ ਦਿੱਤੇ ਲਿੰਕ ਤੋਂ ਐਪ ਇੰਸਟਾਲ ਕਰੋ।
bijli-bill-pay.xyz
Electricity_Pay.apk",spam,apk_fraud,electricity,pa,link_apk,State Electricity Board,VM-WHATSP,synthetic_v2
1398,"ਪਿਆਰੇ ਗਾਹਕ,
You have received a cashback of Rs 50000 from PhonePe Rewards.
ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
Click and open the pdf file below and check your details.
[Forwarded] PhonePe_Reward.apk  14 MB . APK",spam,apk_fraud,upi_cashback,pa,pdf_then_apk,PhonePe Rewards,AD-NETFLX,synthetic_v2
1399,"عزیز صارف،
Your DTDC Courier parcel with tracking code GB-3082-F90 could not be delivered due to incomplete address.
براہ کرم آج ہی اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,courier,ur,vishing_callback,DTDC Courier,VK-UPIRWD,synthetic_v2
1400,"Hello Suresh, your FEDEX package with tracking code GB-4514-B68 is waiting for you to set delivery preferences: e5nbu.xyz/claim",spam,link_fraud,fake_delivery_link,en,link_only,,+91 7700XXXX45,synthetic_v2
1401,हा... Yau उम्मीद है कि हम कुछ Nababa द्वारा खो देंगे। के बाद रे क्लीच बाग़ जा सकते हैं और फिर वजन,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1402,"Namaste Customer, Aapka India Post parcel tracking GB-3292-A34 address adhura hone ki wajah se deliver nahi ho paya. Kripya jaldi se jaldi action le, warna aapka account block ho jayega. Attached file check kare aur use khol kar aage badhe.
[Forwarded] IndiaPost_Track.apk  14 MB . APK",spam,apk_fraud,courier,hg,attached_file_no_link,India Post,VM-SBIBNK,synthetic_v2
1403,"ਪਿਆਰੇ ਗਾਹਕ,
Your FedEx parcel with tracking code GB-7265-F68 could not be delivered due to incomplete address.
ਕਿਰਪਾ ਕਰਕੇ 24 ਘੰਟਿਆਂ ਦੇ ਅੰਦਰ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ।
There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process.
[Forwarded] FedEx_Delivery.apk",spam,apk_fraud,courier,pa,no_explicit_app_word,FedEx,+91 7700XXXX45,synthetic_v2
1404,اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے اُنھوں نے,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1405,"Hello Sunita, your FEDEX package with tracking code GB-3820-C16 is waiting for you to set delivery preferences: tinyurl.com/y8mfraud",spam,link_fraud,fake_delivery_link,en,link_only,,VM-WHATSP,synthetic_v2
1406,"Priya Grahak, Income Tax Dept e-Filing: Aapko Rs 5000 ka refund milne wala hai. jaldi se jaldi jawab de, nahi to connection cut ho jayega. Attached file check kare aur use khol kar aage badhe.
[Forwarded] IT_Refund_Portal.apk  14 MB . APK",spam,apk_fraud,govt_refund,hg,attached_file_no_link,Income Tax Dept e-Filing,AX-PWRBIL,synthetic_v2
1407,"Disney+ Hotstar: Your membership has expired. Please act within 3 days or legal action will be taken or your account will be blocked. Click the link below and install the app to proceed.
hotstar-renew.info
Hotstar_Renew.apk",spam,apk_fraud,ott_subscription,en,link_apk,Disney+ Hotstar,+91 8800XXXX12,synthetic_v2
1408,"प्रिय ग्राहक,
तुमचे Axis Bank केवायसी संपले आहे आणि पुन्हा पडताळणी आवश्यक आहे.
कृपया त्वरित कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,bank_kyc,mr,vishing_callback,Axis Bank,AX-PWRBIL,synthetic_v2
1409,"Attention Customer, Your electricity bill of Rs 50000 with Power Distribution Co is pending. Please act immediately or your account will be blocked. Click the link below and install the app to proceed.
powerpay-bill.in
PowerPay_App.apk",spam,apk_fraud,electricity,en,link_apk,Power Distribution Co,AD-NETFLX,synthetic_v2
1410,"ਪਿਆਰੇ ਗਾਹਕ,
ਅਸਾਧਾਰਨ ਲੌਗਇਨ ਗਤੀਵਿਧੀ ਕਾਰਨ ਤੁਹਾਡਾ Google Account ਖਾਤਾ ਮੁਅੱਤਲ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ।
ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
Click and open the pdf file below and check your details.
[Forwarded] Google_Secure.apk  14 MB . APK",spam,apk_fraud,security_verify,pa,pdf_then_apk,Google Account,VK-INDPST,synthetic_v2
1411,"প্রিয় গ্রাহক, You have received a cashback of Rs 500 from UPI Rewards. অনুগ্রহ করে ২৪ ঘন্টার মধ্যে ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে। নিচের পিডিএফ ফাইলটি খুলে আপনার বিবরণ পরীক্ষা করুন। [ফরওয়ার্ড করা হয়েছে] UPI_Cashback.apk 14 MB . APK",spam,apk_fraud,upi_cashback,bn,pdf_then_apk,UPI Rewards,INFO-GOVT,synthetic_v2
1412,"محترم گاہک،
Congratulations! You are eligible for a pre-approved offer of Rs 500 from QuickLoan Finance.
براہ کرم آج ہی اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔
نیچے دیے گئے لنک سے ایپ انسٹال کریں۔
quickloan-approve.xyz
Loan_Approval.apk",spam,apk_fraud,loan_job,ur,link_apk,QuickLoan Finance,AD-ICICIB,synthetic_v2
1413,"প্রিয় গ্রাহক,
আপনার গাড়ির বিরুদ্ধে একটি ট্রাফিক নিয়ম লঙ্ঘন রেকর্ড করা হয়েছে। জরিমানা: 2000 টাকা। চালান নম্বর: CH32563514।
অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে।
অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন।
[ফরওয়ার্ড করা হয়েছে] ParivahanSewa.apk  14 MB . APK",spam,apk_fraud,rto_challan,bn,attached_file_no_link,Parivahan Sewa,VM-WHATSP,synthetic_v2
1414,"ਸਾਨੂੰ CBD ਵਿੱਚ ਵੀ ਕੰਮ ਕਰ ਰਹੇ ਹਨ, ਪਰ ਕੀ ਕਰਨ ਦੀ ਲੋੜ ਹੈ.",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1415,"Hello Rajesh, your FEDEX package with tracking code GB-1225-C86 is waiting for you to set delivery preferences: bedy13.com/update",spam,link_fraud,fake_delivery_link,en,link_only,,+91 7700XXXX45,synthetic_v2
1416,"not that I know of, most people up here are still out of town",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1417,"প্রিয় গ্রাহক,
আপনার গাড়ির বিরুদ্ধে একটি ট্রাফিক নিয়ম লঙ্ঘন রেকর্ড করা হয়েছে। জরিমানা: 25000 টাকা। চালান নম্বর: CH34302521।
অনুগ্রহ করে ২৪ ঘন্টার মধ্যে ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে।
We tried to reach you regarding your pending issue.. Call us back on teh number below and our representative will guide you through the verification process.",spam,apk_fraud,rto_challan,bn,vishing_callback,Parivahan Sewa,AD-NETFLX,synthetic_v2
1418,"প্রিয় গ্রাহক,
Your electricity bill of Rs 750 with Power Distribution Co is pending.
অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে।
নিচের লিঙ্ক থেকে অ্যাপ ইনস্টল করুন।
powerpay-bill.in
PowerPay_App.apk",spam,apk_fraud,electricity,bn,link_apk,Power Distribution Co,+91 8800XXXX12,synthetic_v2
1419,"Aapka SBI KYC expire ho gaya hai aur dobara verify karna zaroori hai. turant jawab de, nahi to connection cut ho jayega. Is message ke sath attach QR code scan kare aur turant verify kare.",spam,apk_fraud,bank_kyc,hg,qr_code,SBI,+91 8800XXXX12,synthetic_v2
1420,سبزی پیتزا ہے ۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1421,لقد حصلت على عشرة شرائح ، جاي غير متعاطف,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1422,"You have received a cashback of Rs 25000 from PhonePe Rewards.
ਕਿਰਪਾ ਕਰਕੇ 24 ਘੰਟਿਆਂ ਦੇ ਅੰਦਰ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ।
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,upi_cashback,pa,vishing_callback,PhonePe Rewards,JD-ITAXRF,synthetic_v2
1423,"प्रिय ग्राहक,
Netflix: Your membership has expired.
कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल.
या संदेशासोबत जोडलेला क्यूआर कोड स्कॅन करा आणि त्वरित पडताळणी करा.",spam,apk_fraud,ott_subscription,mr,qr_code,Netflix,JD-ITAXRF,synthetic_v2
1424,"Dear Customer, Aapka HDFC Bank KYC expire ho gaya hai aur dobara verify karna zaroori hai. Kripya turant action le, warna connection cut ho jayega. Niche di gayi pdf file kholkar apni details check kare.
[Forwarded] HDFC_KYCUpdate.apk  14 MB . APK",spam,apk_fraud,bank_kyc,hg,pdf_then_apk,HDFC Bank,AD-NETFLX,synthetic_v2
1425,Your OTP for a transaction of INR 750 is 9123. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,AD-ICICIB,synthetic_v2
1426,"आदरणीय ग्राहक,
Your electricity bill of Rs 5000 with Power Distribution Co is pending.
कृपया त्वरित कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल.
खालील लिंकवरून अॅप इंस्टॉल करा.
powerpay-bill.in
PowerPay_App.apk",spam,apk_fraud,electricity,mr,link_apk,Power Distribution Co,+91 7700XXXX45,synthetic_v2
1427,"सूर्य कैंट पृथ्वीला येतो पण ल्यूव राहासारखा पाठवतो. क्लाउड कैंट नदीला येतो पण ल्यूव राहासारखा पाठवतो. मी कैंट U भेटण्यासाठी येतो, पण माझ्या देखभालला एमएसजीसारखा पाठवतो.",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1428,"INR 750 was debited from your ICICI Bank account. If this was not done by you, secure your account now.
ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,bank_alert,pa,vishing_callback,ICICI Bank,VK-RTOGOV,synthetic_v2
1429,"Dear Customer, A traffic rules violation has been recorded against your vehicle. Fine amount: Rs 5000. Challan Number: CH55548057. Kindly respond immediately, otherwise your connection will be disconnected. Click the link below and install the app to PROCEED. echallan-pay.xyz eChallan_Pay.apk",spam,apk_fraud,rto_challan,en,link_apk,e-Challan Dept,AD-NETFLX,synthetic_v2
1430,ক...আজ কি বিশেষ কিছু আছে?,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1431,"Congratulations! You are eligible for a pre-approved offer of Rs 25000 from HR Recruitment Cell.
براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔
Scan the QR code attached to this message to complete verification instantly.",spam,apk_fraud,loan_job,ur,qr_code,HR Recruitment Cell,VK-INDPST,synthetic_v2
1432,أعتقد أنه من غير المفيد أن تسمي 4 شيئًا مهمًا.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1433,তুমি কি বুগিস ৯৩০-এর সাথে দেখা করছো?,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1434,"प्रिय उपयोगकर्ता,
You have received a cashback of Rs 5000 from PhonePe Rewards.
कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
हमने आपसे संपर्क करने का प्रयास किया। कृपया नीचे दिए गए नंबर पर कॉल करें, हमारा प्रतिनिधि आपको सत्यापन प्रक्रिया में मार्गदर्शन करेगा।",spam,apk_fraud,upi_cashback,hi,vishing_callback,PhonePe Rewards,+91 7700XXXX45,synthetic_v2
1435,Your OTP for a transaction of INR 2000 is 5262. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,VK-RTOGOV,synthetic_v2
1436,"ਸਤਿਕਾਰਯੋਗ ਗਾਹਕ,
Your India Post parcel with tracking code GB-6752-G68 could not be delivered due to incomplete address.
ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
ਹੇਠਾਂ ਦਿੱਤੇ ਲਿੰਕ ਤੋਂ ਐਪ ਇੰਸਟਾਲ ਕਰੋ।
indiapost-track.info
IndiaPost_Track.apk",spam,apk_fraud,courier,pa,link_apk,India Post,VK-LOANAP,synthetic_v2
1437,فقط على أمل أنه لم يكن متحمسًا جدًا للتذكير وقد ذهب إلى أخته أو شيء ما!,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1438,ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ ਉਸ ਨੇ,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1439,We can go 4 e normal pilates after our intro...,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1440,"A traffic rules violation has been recorded against your vehicle. Fine amount: Rs 750. Challan Number: CH82353403. Kindly respond right now to avoid penalty, otherwise your account will be blocked. Please check the attached file for full details and open it to proceed.
[Forwarded] ParivahanSewa.apk  14 MB . APK",spam,apk_fraud,rto_challan,en,attached_file_no_link,Parivahan Sewa,INFO-GOVT,synthetic_v2
1441,جی ہاں جی ہاں کوئی نہیں جانتا!,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1442,"Hello Priya, your FEDEX package with tracking code GB-2345-F94 is waiting for you to set delivery preferences: cutt.ly/fakeapp",spam,link_fraud,fake_delivery_link,en,link_only,,JD-ITAXRF,synthetic_v2
1443,"Aapko PhonePe Rewards se Rs 1500 cashback mila hai. jaldi se jaldi jawab de, nahi to aapka account block ho jayega. Is message ke sath attach QR code scan kare aur turant verify kare.",spam,apk_fraud,upi_cashback,hg,qr_code,PhonePe Rewards,JD-ITAXRF,synthetic_v2
1444,"प्रिय ग्राहक,
आपका PNB केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है।
कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
आपके हालिया अनुरोध के संबंध में एक महत्वपूर्ण अपडेट है। कृपया नीचे दिया गया दस्तावेज़ खोलें और प्रक्रिया पूरी करने हेतु चरणों का पालन करें।
[अग्रेषित] PNB_eKYC.apk",spam,apk_fraud,bank_kyc,hi,no_explicit_app_word,PNB,VM-SBIBNK,synthetic_v2
1445,Your OTP for a transaction of INR 1000 is 6680. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,VK-UPIRWD,synthetic_v2
1446,مرحبا، يمكنني من فضلك الحصول على &lt؛#&gt؛ قرض الدولار منك. سأدفع لك في منتصف فبراير.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1447,"ਸਤਿਕਾਰਯੋਗ ਗਾਹਕ,
ਅਸਾਧਾਰਨ ਲੌਗਇਨ ਗਤੀਵਿਧੀ ਕਾਰਨ ਤੁਹਾਡਾ WhatsApp ਖਾਤਾ ਮੁਅੱਤਲ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ।
ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
Click and open the pdf file below and check your details.
[Forwarded] WhatsApp_Verify.apk  14 MB . APK",spam,apk_fraud,security_verify,pa,pdf_then_apk,WhatsApp,INFO-GOVT,synthetic_v2
1448,"आदरणीय ग्राहक,
Congratulations! You are eligible for a pre-approved offer of Rs 5000 from QuickLoan Finance.
कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
हमने आपसे संपर्क करने का प्रयास किया। कृपया नीचे दिए गए नंबर पर कॉल करें, हमारा प्रतिनिधि आपको सत्यापन प्रक्रिया में मार्गदर्शन करेगा।",spam,apk_fraud,loan_job,hi,vishing_callback,QuickLoan Finance,VK-LOANAP,synthetic_v2
1449,"Namaste Customer, Aapka India Post parcel tracking GB-1334-A81 address adhura hone ki wajah se deliver nahi ho paya.. jaldi se JALDI jawab de, nahi to aapka account block ho jayega. Aapke recent request ke baare me ek zaroori update hai. Niche diya document kholkar process complete kare. [Forwarded] IndiaPost_Track.apk",spam,apk_fraud,courier,hg,no_explicit_app_word,India Post,VK-LOANAP,synthetic_v2
1450,K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K. K,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1451,"Your WhatsApp account will be suspended due to unusual login activity.
অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে।
অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন।
[ফরওয়ার্ড করা হয়েছে] WhatsApp_Verify.apk  14 MB . APK",spam,apk_fraud,security_verify,bn,attached_file_no_link,WhatsApp,AD-NETFLX,synthetic_v2
1452,"এটাই শ্রেণির সমস্যা যা ভাল যাচ্ছে - আপনি একটি dodgey একটি দরকার ... আমার tomo অপেক্ষা! আপনাকে 회복ের জন্য দেখুন, একই সময়ে, একই স্থান",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1453,"Hello Priya, your FEDEX package with tracking code GB-7128-A50 is waiting for you to set delivery preferences: tinyurl.com/y8mfraud",spam,link_fraud,fake_delivery_link,en,link_only,,VK-RTOGOV,synthetic_v2
1454,"Namaste Customer, Netflix: Aapki membership expire ho gayi hai. Kripya aaj hi action le, warna connection cut ho jayega. Niche diye link se app install kare.
netflix-update-app.xyz
Netflix_Update.apk",spam,apk_fraud,ott_subscription,hg,link_apk,Netflix,AX-PWRBIL,synthetic_v2
1455,"प्रिय उपयोगकर्ता,
आपका FedEx पार्सल ट्रैकिंग कोड GB-5628-A40 अधूरे पते के कारण वितरित नहीं किया जा सका।
कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
fedex-delivery-in.xyz
FedEx_Delivery.apk",spam,apk_fraud,courier,hi,link_apk,FedEx,VK-UPIRWD,synthetic_v2
1456,"आपका India Post पार्सल ट्रैकिंग कोड GB-1076-A58 अधूरे पते के कारण वितरित नहीं किया जा सका।
कृपया आज ही कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
indiapost-track.info
IndiaPost_Track.apk",spam,apk_fraud,courier,hi,link_apk,India Post,VK-INDPST,synthetic_v2
1457,"Aapke vehicle par traffic violation record hua hai. Fine: Rs 500. Challan number: CH84266992. aaj hi jawab de, nahi to legal action hoga. Niche diye link se app install kare.
rto-echallan.info/pay
RTOCHALAN.apk",spam,apk_fraud,rto_challan,hg,link_apk,RTO Traffic Police,VK-RTOGOV,synthetic_v2
1458,"শ্রদ্ধেয় গ্রাহক,
You have received a cashback of Rs 1500 from Paytm Cashback.
অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে।
নিচের লিঙ্ক থেকে অ্যাপ ইনস্টল করুন।
paytm-cashback-claim.tk
Paytm_Cashback.apk",spam,apk_fraud,upi_cashback,bn,link_apk,Paytm Cashback,VK-INDPST,synthetic_v2
1459,I am back. bit long cos of accident on a30. I had to divert via wadebridge.I had a brilliant weekend thanks. ਚਿੱਤਰ soon.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1460,"عزیز صارف،
Income Tax Dept e-Filing: You are eligible for a refund of Rs 750.
براہ کرم آج ہی اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔
براہ کرم منسلک فائل دیکھیں اور آگے بڑھنے کے لیے اسے کھولیں۔
[فارورڈ شدہ] IT_Refund_Portal.apk  14 MB . APK",spam,apk_fraud,govt_refund,ur,attached_file_no_link,Income Tax Dept e-Filing,AD-ICICIB,synthetic_v2
1461,"तुम्ही मला वाचू शकत नाही, माझे प्रेम?",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1462,"Namaste Customer, Asamanya login activity ki wajah se aapka WhatsApp account suspend ho sakta hai. Kripya jaldi se jaldi action le, warna connection cut ho jayega. Niche diye link se app install kare.
whatsapp-verify-acc.xyz
WhatsApp_Verify.apk",spam,apk_fraud,security_verify,hg,link_apk,WhatsApp,VM-WHATSP,synthetic_v2
1463,"Dear Customer, Aapka State Electricity Board bijli bill Rs 2000 pending hai. Kripya 24 ghante ke andar action le, warna aapka account block ho jayega. Is message ke sath attach QR code scan kare aur turant verify kare.",spam,apk_fraud,electricity,hg,qr_code,State Electricity Board,AX-PWRBIL,synthetic_v2
1464,Badhai ho! Aapne Rs 25000 ka prize jeeta HAI. Abhi claim kare e5nbu.xyz/claim par warna offer khatam ho jayega.,spam,link_fraud,prize_link,hg,link_only,,VK-INDPST,synthetic_v2
1465,"Dear Sir/Madam, Congratulations! You are eligible for a pre-approved offer of Rs 1000 from InstaCredit.. Please act within 24 hours or you will lose this offer. Click the link below and install the app to proceed.
instacredit-loan.info
InstaCredit.apk",spam,apk_fraud,loan_job,en,link_apk,InstaCredit,JD-ITAXRF,synthetic_v2
1466,"हाय, तर एक दिवस फ्रीवर आपण माहीत करू शकता miwa आणि jiayin जाऊ जाऊ जाऊ karaoke",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1467,"محترم گاہک،
Netflix: Your membership has expired.
براہ کرم 24 گھنٹوں کے اندر اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔
Scan the QR code attached to this message to complete verification instantly.",spam,apk_fraud,ott_subscription,ur,qr_code,Netflix,+91 7700XXXX45,synthetic_v2
1468,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1469,"அன்புள்ள வாடிக்கையாளர்,
INR 50000 was debited from your Paytm Payments Bank account. If this was not done by you, secure your account now.
தயவுசெய்து உடனடியாக நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும்.
Scan the QR code attached to this message to complete verification instantly.",spam,apk_fraud,bank_alert,ta,qr_code,Paytm Payments Bank,VK-RTOGOV,synthetic_v2
1470,"You have received a cashback of Rs 50000 from UPI Rewards.
ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
ਕਿਰਪਾ ਕਰਕੇ ਨੱਥੀ ਫਾਈਲ ਦੇਖੋ ਅਤੇ ਅੱਗੇ ਵਧਣ ਲਈ ਇਸਨੂੰ ਖੋਲ੍ਹੋ।
[ਅੱਗੇ ਭੇਜਿਆ] UPI_Cashback.apk  14 MB . APK",spam,apk_fraud,upi_cashback,pa,attached_file_no_link,UPI Rewards,VK-LOANAP,synthetic_v2
1471,"प्रिय ग्राहक,
You have received a cashback of Rs 1000 from Paytm Cashback.
कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी।
नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें।
[अग्रेषित] Paytm_Cashback.apk  14 MB . APK",spam,apk_fraud,upi_cashback,hi,pdf_then_apk,Paytm Cashback,VK-LOANAP,synthetic_v2
