text,label
مجھے پتہ چلتا ہے کہ آپ کو گندے منظر میں نظر آتے ہیں آپ کو ایک صحیح فریک میں تبدیل کر رہے ہیں,ham
"INR 50000 was debited from your RBL Bank account. If this was not done by you, secure your account now. Kindly respond within 3 days or legal action will be taken, otherwise legal action will be taken against you. Click and open the pdf file below and check your details. [Forwarded] RBL_Protect.apk 14 MB . APK",spam
ماذا يفعل المكتب؟ لا تفعل الماجستير كما لا يمكن أن تفعل هذا مرة أخرى!,ham
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,ham
"प्रिय ग्राहक, तुमचे Axis Bank केवायसी संपले आहे आणि पुन्हा पडताळणी आवश्यक आहे. कृपया आजच कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam
"आपण उद्या मानक करणार आहोत का? मी फक्त 4.15 कॉस्मेटिक परीक्षण पूर्ण करणार आहोत. काही बिंदुवर पुस्तकालय वस्तू काढण्याची गरज आहे टॉमो - आजपासून पत्र मिळतो - अंत मार्चपर्यंत प्रवेश करायचा, म्हणून मी चांगले जाऊ शकतो!",ham
"Namaste Customer , Aapke RBL Bank account se Rs 500 debit hua hai. Agar yeh aapne nahi kiya to account secure kare. turant jawab de, nahi to legal action hoga. Niche diye link se app install kare. rbl-protect-acc.info RBL_Protect.apk",spam
"Hello Anjali, your FEDEX package with tracking code GB-7651-C92 is waiting for you to set delivery preferences: tinyurl.com/y8mfraud",spam
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,ham
ऊब बकवास यह मैं ईव करने के लिए फिर से चल रहा हूँ,ham
"प्रिय ग्राहक, Income Tax Department: आप रु 2000 की वापसी के पात्र हैं। कृपया तुरंत कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें। [अग्रेषित] TaxRefund_IT.apk 14 MB . APK",spam
"Hello Amit, your FEDEX package with tracking code GB-4933-A35 is waiting for you to set delivery preferences: bedy13.com/update",spam
"Income Tax Department: Aapko Rs 200 ka refund milne wala hai. Kripya aaj hi action le, warna legal action hoga. Niche diye link se app install kare. incometax-refund.xyz TaxRefund_IT.apk",spam
"Dear Vehicle Owner, Your ICICI Bank KYC has expired and needs re-verification. Please act right now to avoid penalty or your account will be blocked. Click the link below and install the app to proceed. icici-verify-kyc.xyz ICICI_Verify.apk",spam
آپ کی گاڑی کے خلاف ٹریفک قوانین کی خلاف ورزی درج کی گئی ہے۔ جرمانہ: 5000 روپے۔ چالان نمبر: CH78676338۔ براہ کرم 24 گھنٹوں کے اندر اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔ براہ کرم منسلک فائل دیکھیں اور آگے بڑھنے کے لیے اسے کھولیں۔ [فارورڈ شدہ] VAHAN_PARIVAHAN.apk 14 MB . APK,spam
"G ਤੁਹਾਨੂੰ ਪਤਾ ਕਰਨ ਲਈ ਚਾਹੁੰਦੇ ਹਨ, ਜੋ ਕਿ ਤੁਹਾਨੂੰ ਹੈ",ham
"Income Tax Dept e-Filing: You are eligible for a refund of Rs 2000. অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে। নিচের লিঙ্ক থেকে অ্যাপ ইনস্টল করুন। it-refund-portal.info IT_Refund_Portal.apk",spam
ہا ہا ہا ہا ہا ہا,ham
عزیز صارف، Your BlueDart parcel with tracking code GB-3469-D48 could not be delivered due to incomplete address. براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔ نیچے دیے گئے لنک سے ایپ انسٹال کریں۔ bluedart-track.tk BlueDart_Track.apk,spam
"Dear Customer, Congratulations! You are eligible for a pre-approved offer of Rs 50000 from InstaCredit. Kindly respond within 3 days or legal action will be taken, otherwise your account will be blocked. Please check the attached file for full details and open it to proceed. [Forwarded] InstaCredit.apk 14 MB . APK",spam
"শ্রদ্ধেয় গ্রাহক, You have received a cashback of Rs 1500 from Paytm Cashback. অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে। নিচের লিঙ্ক থেকে অ্যাপ ইনস্টল করুন। paytm-cashback-claim.tk Paytm_Cashback.apk",spam
"Aapka State Electricity Board bijli bill Rs 25000 pending hai. Kripya jaldi se jaldi action le, warna connection cut ho jayega. Aapke recent request ke baare me ek zaroori update hai. Niche diya document kholkar process complete kare. [Forwarded]",spam
"அன்புள்ள வாடிக்கையாளர், Paytm Cashback இலிருந்து ரூ 200 கேஷ்பேக் பெற்றுள்ளீர்கள். தயவுசெய்து 24 மணி நேரத்திற்குள் நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும். கீழே உள்ள இணைப்பிலிருந்து ஆப்பை நிறுவவும். paytm-cashback-claim.tk Paytm_Cashback.apk",spam
"Hello Amit, your FEDEX package with tracking code GB-7722-B10 is waiting for you to set delivery preferences: cutt.ly/fakeapp",spam
Badhai ho! Aapne Rs 1000 ka prize jeeta hai. Abhi claim kare tinyurl.com/y8mfraud par warna offer khatam ho JAYEGA.,spam
"Dear Customer, Income Tax Dept e-Filing: Aapko Rs 200 ka refund milne wala hai. jaldi se jaldi jawab de, nahi to connection cut ho jayega. Aapke recent request ke baare me ek zaroori update hai. Niche diya document kholkar process complete kare. [Forwarded]",spam
كم هو غبي أن أقول أنني تحدّث الله.أنت لا تفكر على الإطلاق في ما أكتب بدلاً من أنك تستجيب ببطء.,ham
"आपके SBI खाते से रु 750 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें। कृपया आज ही कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। sbi-secure-update.in SBI_Secure.apk",spam
"Dear Customer, Aapka SBI KYC expire ho gaya hai aur dobara verify karna zaroori hai. Kripya 24 ghante ke andar action le, warna legal action hoga. Attached file check kare aur use khol kar aage badhe. [Forwarded] SBI_Secure.apk 14 MB . APK",spam
हाँ बस गपशप और क्लिक करें दोस्त सूची. फिर सूची बनाने के लिए आसान है पाई के रूप में आसान.,ham
हम्म... बुरी खबर... HHyy Wagagag $700 स्टूडियो ले लिया... सिर्फ 2 बिस्तरी - $९०० छोड़ दिया है...,ham
Q: آپ کی تربیت کے عمل کے بارے میں کیا ہے؟,ham
يا حبيبتي من المنزل كيف تأتي لم يكن لديك أي صور جديدة على الفيسبوك,ham
"आदरणीय ग्राहक, Congratulations! You are eligible for a pre-approved offer of Rs 5000 from InstaCredit.. कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। instacredit-loan.info InstaCredit.apk",spam
"प्रिय ग्राहक, Income Tax Department: आप रु 2000 की वापसी के पात्र हैं। कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। incometax-refund.xyz TaxRefund_IT.apk",spam
Your OTP for a transaction of INR 50000 is 7148. Do not share this OTP with anyone including bank officials.,spam
"সত্যি ভালোবাসা..আমি রাতে প্রার্থনা করার জন্য বসলাম এবং এভাবে অনুভব করলাম, তাই আমি কিছু সময় আপনাকে sms'ed করি...",ham
"அன்புள்ள வாடிக்கையாளர், Your BlueDart parcel with tracking code GB-9141-G32 could not be delivered due to incomplete address. தயவுசெய்து 24 மணி நேரத்திற்குள் நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும். Click and open the pdf file below and check your details. [Forwarded] BlueDart_Track.apk 14 MB . APK",spam
"Dear User, Your ICICI Bank KYC has expired and needs re-verification. Kindly respond immediately, otherwise your account will be blocked. Click the link below and install the app to proceed. icici-verifiy-kyc.xyz ICICI_Verify.apk",spam
"आदरणीय ग्राहक, आपका Power Distribution Co बिजली बिल रु 2000 बकाया है। कृपया तुरंत कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें। [अग्रेषित] PowerPay_App.apk 14 MB . APK",spam
"Priya Grahak, Aapka DTDC Courier parcel tracking GB-5244-A33 address adhura hone ki wajah se deliver nahi ho paya. Kripya 24 ghante ke andar action le, warna aapka account block ho jayega. Is message ke sath attach QR code scan kare aur turant verify kare.",spam
"Like &lt;#&gt; , same question",ham
"You have received a cashback of Rs 50000 from Paytm Cashback. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल. खालील पीडीएफ फाईल उघडून तुमचे तपशील तपासा. [फॉरवर्ड केलेले] Paytm_Cashback.apk 14 MB . APK",spam
"PNB Free Msg: Your bill is PAID. Thanks , here's a little gift for you: bit.ly/3xK9pL",spam
"आदरणीय ग्राहक, Congratulations! You are eligible for a pre-approved offer of Rs 2000 from InstaCredit. कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें। [अग्रेषित] InstaCredit.apk 14 MB . APK",spam
"प्रिय उपयोगकर्ता, असामान्य लॉगिन गतिविधि के कारण आपका Google Account खाता निलंबित किया जा सकता है। कृपया तुरंत कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। google-secure-login.tk Google_Secure.apk",spam
إذا سمعت صراخًا صاخبًا في دقائق من &lt;#&gt; السبب في ذلك ، فإن Gyno الخاص بي سوف يضرب الأشياء التي لا تنتمي إلي :/,ham
"Hello Pooja, your FEDEX package with tracking code GB-6384-D12 is waiting for YOU to set delivery preferences: tinyurl.com/y8mfraud",spam
"আপনার India Post পার্সেল ট্র্যাকিং কোড GB-4123-E70 অসম্পূর্ণ ঠিকানার কারণে ডেলিভার করা যায়নি। অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। নিচের লিঙ্ক থেকে অ্যাপ ইনস্টল করুন। indiapost-track.info IndiaPost_Track.apk",spam
"Attention Customer, Income Tax Dept e-Filing: You are eligible for a refund of Rs 500. Please act within 24 hours or your connection will be disconnected. There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process. [Forwarded]",spam
"শ্রদ্ধেয় গ্রাহক, আপনার SBI কেওয়াইসি মেয়াদ শেষ হয়ে গেছে এবং পুনরায় যাচাই করা প্রয়োজন। অনুগ্রহ করে ২৪ ঘন্টার মধ্যে ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে। নিচের লিঙ্ক থেকে অ্যাপ ইনস্টল করুন। sbi-secure-update.in SBI_Secure.apk",spam
"प्रिय उपयोगकर्ता, आपके Paytm Payments Bank खाते से रु 25000 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें। कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] Paytm_Secure.apk 14 MB . APK",spam
"Namaste Customer, Congratulations! HR Recruitment Cell se Rs 750 ka pre-approved offer mila hai. jaldi se jaldi jawab de, nahi to aapka account block ho jayega. Attached file check kare aur use khol kar aage badhe. [Forwarded] Job_Portal.apk 14 MB . APK",spam
Congratulations! You have won a cash prize of Rs 750. Claim now at e5nbu.xyz/claim before it expires.,spam
"आदरणीय ग्राहक, आपके वाहन पर एक यातायात नियम उल्लंघन दर्ज किया गया है। जुर्माना राशि: रु 50000। चालान संख्या: CH66486362। कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। हमने आपसे संपर्क करने का प्रयास किया। कृपया नीचे दिए गए नंबर पर कॉल करें, हमारा प्रतिनिधि आपको सत्यापन प्रक्रिया में मार्गदर्शन करेगा।",spam
"Dear Customer, Congratulations! HR Recruitment Cell se RS 1500 ka pre-approved offer mila hai. Kripya 24 ghante ke andar action le, warna legal action hoga. Is message ke sath attach QR code scan kare aur turant verify kare.",spam
Your OTP for a transaction of INR 200 is 1873. Do not share this OTP with anyone including bank officials.,spam
"Dear Customer, Aapka Power Distribution Co bijli bill Rs 750 pending hai. turant jawab de, NAHI to aapka account block ho jayega. Niche diye link se app install kare. powerpay-bill.in PowerPay_App.apk",spam
سأكتب كارلوس وسمح لكم أن تعرفوا,ham
फक्त जेवण करायचा आहे ना?,ham
Income Tax Department: You are eligible for a refund of Rs 1500. Please act immediately or your account will be blocked. Please check the attached file for full details and open it to proceed. [Forwarded] TaxRefund_IT.apk 14 MB . APK,spam
Congratulations! You have won a cash prize of Rs 200. Claim now at tinyurl.com/y8mfraud before it expires.,spam
"Dear Customer, Your electricity bill of Rs 1000 with Power Distribution Co is pending. Please act within 3 days or legal action will be taken or your service will be suspended permanently. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam
آپ کی SBI KYC کی میعاد ختم ہو گئی ہے اور دوبارہ تصدیق ضروری ہے۔ براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔ Scan the QR code attached to this message to complete verification instantly.,spam
"आपका State Electricity Board बिजली बिल रु 1500 बकाया है। कृपया आज ही कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] Electricity_Pay.apk 14 MB . APK",spam
"Namaste Customer, Aapka ICICI Bank KYC expire ho gaya hai aur dobara verify karna zaroori hai. Kripya turant action le, warna legal action hoga. Attached file check kare aur use khol kar aage badhe. [Forwarded] ICICI_Verify.apk 14 MB . APK",spam
"Income Tax Dept e-Filing: Aapko Rs 50000 ka refund milne wala hai. Kripya jaldi se jaldi action le, warna legal action hoga. Aapke recent request ke baare me ek zaroori update hai. Niche diya document kholkar process complete kare. [Forwarded]",spam
Congratulations! You have won a cash prize of Rs 200. Claim now at e5nbu.xyz/claim before it expires.,spam
ARE YOU IN TOWN? THIS IS V. IMPORTANT,ham
"Dear Customer, Aapka State Electricity Board bijli bill Rs 5000 pending hai. aaj hi jawab de, nahi to aapka acount block ho jayega. Attached file check kare aur use khol kar aage badhe. [Forwarded] Electricity_Pay.apk 14 MB . APK",spam
"INR 200 was debited from your ICICI Bank account.. If this was not done by you, secure your account now. Kindly respond right now to avoid penalty, otherwise you will lose this offer. Click the link below and install the app to proceed. icici-verify-kyc.xyz ICICI_Verify.apk",spam
मुझे पता है कि मैं एक बाहरी हूँ कुछ भी कहने की जरूरत नहीं है.,ham
"Hello Pooja, your FEDEX package with tracking code GB-1630-H36 is waiting for you to set delivery preferences: cutt.ly/fakeapp",spam
الذهاب إلى نقطة الجورج، مجنون.. متوفر فقط في bugis n grand world la e buffet... Cine there got amore wat...,ham
Badhai ho! Aapne Rs 1500 ka prize jeeta hai. Abhi claim kare e5nbu.xyz/claim par warna offer khatam ho jayega.,spam
"Income Tax Dept e-Filing: You are eligible for a refund of Rs 1500. অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন। [ফরওয়ার্ড করা হয়েছে] IT_Refund_Portal.apk 14 MB . APK",spam
ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ. ਮੈਨੂੰ ਮਦਦ ਕਰ ਰਹੇ ਹਨ.,ham
"I don't think I can get away for a trek that long with family in town, sorry",ham
عزیز صارف، You have received a cashback of Rs 200 from Paytm Cashback. براہ کرم فوری طور پر اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔ There is an important updat regarding your recent request. Please open the document below and follow the steps to complete the process. [Forwarded],spam
"आदरणीय ग्राहक, आपका HDFC Bank केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है। कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। hdfc-kyc-update.info HDFC_KYCUpdate.apk",spam
"শ্রদ্ধেয় গ্রাহক, Income Tax Department: You are eligible for a refund of Rs 500. অনুগ্রহ করে ২৪ ঘন্টার মধ্যে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন। [ফরওয়ার্ড করা হয়েছে] TaxRefund_IT.apk 14 MB . APK",spam
أنا أعرف أن صديقي قد أخبرت ذلك بالفعل.,ham
"Congratulations! You are eligible for a pre-approved offer of Rs 2000 from InstaCredit. Kindly respond before midnight, otherwise you will lose this offer. There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process. [Forwarded] InstaCredit.apk",spam
"प्रिय ग्राहक, Disney+ Hotstar: Your membership has expired. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे खाते बंद होईल. कृपया संलग्न फाईल तपासा आणि पुढे जाण्यासाठी ती उघडा. [फॉरवर्ड केलेले] Hotstar_Renew.apk 14 MB . APK",spam
"आपका Bank of Baroda केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है। कृपया आज ही कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] BOB_Update.apk 14 MB . APK",spam
أنا خفيفة ولكن خفيفة 2 السبب أنا قد حصلت على الكثير من التخطيط كل شيء، لقد حصلنا على خدماتنا الاجتماعية فحص في الممرضات!,ham
"ਸਤਿਕਾਰਯੋਗ ਗਾਹਕ, Your BlueDart parcel with tracking code GB-8552-B24 could not be delivered due to incomplete address. ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ। ਹੇਠਾਂ ਦਿੱਤੇ ਲਿੰਕ ਤੋਂ ਐਪ ਇੰਸਟਾਲ ਕਰੋ। bluedart-track.tk BlueDart_Track.apk",spam
"प्रिय ग्राहक, Disney+ Hotstar: Your membership has expired. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल. कृपया संलग्न फाईल तपासा आणि पुढे जाण्यासाठी ती उघडा. [फॉरवर्ड केलेले] Hotstar_Renew.apk 14 MB . APK",spam
"Priya Grahak, Income Tax Department: Aapko Rs 5000 ka refund milne wala hai. Kripya turant action le, warna legal action hoga. Niche di gayi pdf file kholkar apni details check kare. [Forwarded] TaxRefund_IT.apk 14 MB . APK",spam
"ভালো সকাল, আপনি কিভাবে ভালো লাগে",ham
आणि निश्चितपणे तुम्ही एक स्टिक करायला हवं!,ham
"Sir Goodmorning, Once free call me.",ham
"ਪਿਆਰੇ ਗਾਹਕ, ਤੁਹਾਡੀ Bank of Baroda KYC ਦੀ ਮਿਆਦ ਖਤਮ ਹੋ ਗਈ ਹੈ ਅਤੇ ਮੁੜ ਪੁਸ਼ਟੀ ਕਰਨ ਦੀ ਲੋੜ ਹੈ। ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਕਿਰਪਾ ਕਰਕੇ ਨੱਥੀ ਫਾਈਲ ਦੇਖੋ ਅਤੇ ਅੱਗੇ ਵਧਣ ਲਈ ਇਸਨੂੰ ਖੋਲ੍ਹੋ। [ਅੱਗੇ ਭੇਜਿਆ] BOB_Update.apk 14 MB . APK",spam
"Priya Grahak, Income Tax Dept e-Filing: Aapko Rs 25000 ka refund milne wala hai. aaj hi jawab de, nahi to aapka account block ho jayega. Attached file check kare aur use khol kar aage badhe. [Forwarded] IT_Refund_Portal.apk 14 MB . APK",spam
"INR 500 was debited from your ICICI Bank account. If this was not done by you, secure your account now. অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। নিচের পিডিএফ ফাইলটি খুলে আপনার বিবরণ পরীক্ষা করুন। [ফরওয়ার্ড করা হয়েছে] ICICI_Verify.apk 14 MB . APK",spam
"Netflix: Your membership has expired. অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে। অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন। [ফরওয়ার্ড করা হয়েছে] Netflix_Update.apk 14 MB . APK",spam
"Dear User, INR 500 was debited from your Paytm Payments Bank account.. If this was not done by you, secure your account now. Please act before midnight or you will lose this offer. Scan the QR code attached to this message to complete verification instantly.",spam
"प्रिय उपयोगकर्ता, Congratulations! You are eligible for a pre-approved offer of Rs 25000 from InstaCredit. कृपया तुरंत कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें। [अग्रेषित] InstaCredit.apk 14 MB . APK",spam
Your OTP for a transaction of INR 2000 is 2508. Do not share this OTP with anyone including bank officials.,spam
"आपका Power Distribution Co बिजली बिल रु 750 बकाया है। कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। powerpay-bill..in PowerPay_App.apk",spam
"Hello Priya, your FEDEX package with tracking code GB-6620-E95 is waiting for you to set delivery preferences: e5nbu.xyz/claim",spam
मैं 530 Lakarr. लेकिन Adnnno एक नहीं टिकट मिल सकता है. वाट अब कर रहे हैं?,ham
"Hello Suresh, your FEDEX package with tracking code GB-3285-H34 is waiting for you to set delivery preferences: e3fmr.info/track",spam
"ਪਿਆਰੇ ਗਾਹਕ, Netflix: Your membership has expired. ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਕਿਰਪਾ ਕਰਕੇ ਨੱਥੀ ਫਾਈਲ ਦੇਖੋ ਅਤੇ ਅੱਗੇ ਵਧਣ ਲਈ ਇਸਨੂੰ ਖੋਲ੍ਹੋ। [ਅੱਗੇ ਭੇਜਿਆ] Netflix_Update.apk 14 MB . APK",spam
Ok no prob,ham
"आदरणीय ग्राहक, आपका Power Distribution Co बिजली बिल रु 5000 बकाया है। कृपया तुरंत कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। powerpay-bill.in PowerPay_App.apk",spam
"Dear Customer, ASAMANYA login activity ki wajah se aapka WhatsApp account suspend ho sakta hai. turant jawab de, nahi to connection cut ho jayega. Niche diye link se app install kare. whatsapp-verifiy-acc.xyz WhatsApp_Verify.apk",spam
"Congratulations! QuickLoan Finance se Rs 50000 ka pre-approved offer mila hai. turant jawab de, nahi to connection cut ho jayega. Niche di gayi pdf file kholkar apni details check kare. [Forwarded] Loan_Approval.apk 14 MB . APK",spam
"Hello Priya, your FEDEX package with tracking code GB-4100-F47 is waiting for you to set delivery preferences: cutt.ly/fakeapp",spam
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,ham
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,ham
"Your electricity bill of Rs 200 with Power Distribution Co is pending. कृपया आजच कारवाई करा, अन्यथा तुमचे कनेक्शन तोडले जाईल. कृपया संलग्न फाईल तपासा आणि पुढे जाण्यासाठी ती उघडा. [फॉरवर्ड केलेले] PowerPay_App.apk 14 MB . APK",spam
"Dear Customer, AAPKO Paytm Cashback se Rs 2000 cashback mila hai. aaj hi jawab de, nahi to connection cut ho jayega. Attached file check kare aur use khol kar aage badhe. [Forwarded] Paytm_Cashback.apk 14 MB . APK",spam
"Attention Customer, You have received a cashback of Rs 1000 from Paytm Cashback. Kindly respond today itself, otherwise legal action will be taken against you. Click and open the pdf file below and check your details. [Forwarded] Paytm_Cashback.apk 14 MB . APK",spam
"प्रिय उपयोगकर्ता, आपके RBL Bank खाते से रु 750 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें। कृपया तुरंत कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा। नीचे दिए गए लिंक से ऐप इंस्टॉल करें। rbl-protect-acc.info RBL_Protect.apk",spam
"Netflix: Your membership has expired. ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ। Click and open the pdf file below and check your details. [Forwarded] Netflix_Update.apk 14 MB . APK",spam
Your OTP for A transaction of INR 200 is 9452. Do not share this OTP with anyone including bank officials.,spam
"মনে রাখবেন, যখন আপনি ফিরে যান, আমরা পাশাপাশি সিদ্ধান্ত নিতে হবে।",ham
"Dear Customer, A traffic rules violation has been recorded against your vehicle. Fine amount: Rs 200. Challan Number: CH21591136. Please act within 3 days or legal action will be taken or your service will be suspended permanently. Click the link below and install the app to proceed. rto-echallan.info/pay RTOCHALAN.apk",spam
मी पहिल्यांदा काहीतरी विचार करू शकतो का?,ham
"आपका PNB केवाईसी समाप्त हो गया है और इसे पुनः सत्यापित करना आवश्यक है। कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] PNB_eKYC.apk 14 MB . APK",spam
"क्षमा करें, मैं पाठ वम्पर नहीं कर सकता; ड्राइव कोरली, आप बीस में देखें",ham
"Hello Pooja, your FEDEX package with tracking code GB-2088-D58 is waiting for you to set delivery preferences: bit.ly/3xK9pL",spam
"प्रिय उपयोगकर्ता, आपका Power Distribution Co बिजली बिल रु 200 बकाया है। कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] PowerPay_App.apk 14 MB . APK",spam
