text,label,language,category,metadata,source,stratify_col
UPI of INR 6384 to 8563 from A/C XX3769 successful. Ref No. Sekhon - Yes Bank,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Is that what time you want me to come?,0,en,public_dataset,{},sms_spam,0_en
Your SBI Bank KYC will expire in 24 hours. Update here: http://kyc-update916.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
ਕੀ ਹੈ ur pin?,0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
Vi: Your recharge of INR 4GB/day for 353 is successful. Balance: INR 327,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Yoshita: Doctor appointment confirmed for Haldia at 6,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Myntra: Your return for order 191124 has been processed. Refund INR Kibe-Dar initiated.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your debit card XXICICI has been blocked. Call immediately: 830 to reactivate.,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Axis Bank: Unusual login detected from new device. Secure your account: http://verify-bank476.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",0,en,public_dataset,{},sms_spam,0_en
Single women in 7063062572 waiting to meet you! Call New Delhi,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0,en,public_dataset,{},sms_spam,0_en
আপনি Payee হিসাবে সিনকো নিবন্ধন করেছেন. icicibank.com এ লিংক করুন এবং সনাক্ত করার জন্য URN &lt;#&gt; লিখুন. धोखाधड़ी থেকে সতর্ক থাকুন. কোনও ব্যক্তিকে URN শেয়ার করবেন বা প্রকাশ করবেন না।,0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
"Dear Customer , Aapka Bank of Baroda KYC expire ho gaya hai aur dobara verify karna zaroori hai. JALDI se jaldi jawab de, nahi to legal action hoga. Niche diye link se app install kare. bob-update-kyc.in BOB_Update.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
"आदरणीय ग्राहक, आपका BlueDart पार्सल ट्रैकिंग कोड GB-8067-A87 अधूरे पते के कारण वितरित नहीं किया जा सका। कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें। [अग्रेषित] BlueDart_Track.apk 14 MB . APK",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Your meter will be removed today due to non-payment. Call 812 immediately.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Swiggy: Order from 399808 delivered. Enjoy your meal! Bill amount: INR Dutta, Doctor and Uppal",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the &lt;#&gt; g wifi ipad. And what are you saying about the about the &lt;#&gt; g?,0,en,public_dataset,{},sms_spam,0_en
Aadhaar Card blocked! Verify immediately: http://aadhaar-verify817.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Income Tax Dept: Your refund of INR 10447 has been processed. Will be credited in 3-5 days.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...",0,en,public_dataset,{},sms_spam,0_en
URGENT: Your electricity connection will be disconnected in 2 hours. Pay now: http://quick-bill831.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Airtel: Your plan will renew in 2 days. Current plan: 2GB/day at INR 952. Data balance: 458GB,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Hi Sai, are we meeting today at Raipur?",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Get rich quick! Earn ₹9640923039 daily from home. Call Ramagundam,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Your electricity bill of Rs 2000 with State Electricity Board is pending.. ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਖਾਤਾ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਹੇਠਾਂ ਦਿੱਤੇ ਲਿੰਕ ਤੋਂ ਐਪ ਇੰਸਟਾਲ ਕਰੋ। bijli-bill-pay.xyz Electricity_Pay.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Your PNB account XX6833 has balance of INR 7387 as on 63416.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
TATA Power: Bill for June is INR 1562. Due: 2025-09-16. Pay via UPI: 8191802802@ok8978810808,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your Amazon order #194098 has been delivered. Rate your experience: https://amazon.in,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
* Thought I didn't see you.,0,en,public_dataset,{},sms_spam,0_en
Myntra: Exclusive 70% discount for you only! Shop now: http://myntra-fashion712.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Aadhaar: Your update request 1305 has been approved.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
BSNL: Bill of INR 1GB/day due on 906. Pay to avoid service disruption.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
EPFO: Pension contribution of INR 7910 received for January. Total balance: INR 417587,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Congratulations! You are eligible for a pre-approved offer of Rs 50000 from InstaCredit. Kindly respond within 24 hours, otherwise you will lose this offer. Scan the QR code attached to this message to complete verification instantly.",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Vi: Your recharge of INR 2GB/day for 965 is successful. Balance: INR 122,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Flipkart: Your order 869092 is out for delivery. Track: https://flipkart.com/track/Sidhu and Sons,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
UPI of INR 2536 to 16273 from A/C XX15386 successful. Ref No. Puri - Yes Bank,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Vi: Special offer! 100GB at INR 367/month. Activate now: http://vi-offer9192291923.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
EPFO: Pension contribution of INR 12480 received for January. Total balance: INR 234595,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Swiggy: Order from 663303 delivered. Enjoy your meal! Bill amount: INR Keer-Naidu,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Huh means computational science... Y they like dat one push here n there...,0,en,public_dataset,{},sms_spam,0_en
"Sorry,in meeting I'll call later",0,en,public_dataset,{},sms_spam,0_en
"Flipkart: Your order 235627 is out for delivery. Track: https://flipkart.com/track/Anne, Dasgupta and Rajagopalan",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Haha figures, well I found the piece and priscilla's bowl",0,en,public_dataset,{},sms_spam,0_en
Aadhaar Card blocked! Verify immediately: http://aadhaar-verify887.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Priya Grahak, Aapko UPI Rewards se Rs 50000 cashback mila hai. turant jawab de, nahi to connection cut ho jayega. Niche diye link se app install kare. upi-cashback-claim.xyz UPI_Cashback.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Amazon: You won iPhone 15! Claim now: http://amazon-gift806.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"ਮੈਨੂੰ ਮੱਛੇ ਪੇਨ ਦੀ ਇੱਕ ਟਿੱਪਣੀ ਹੈ, ਜੋ ਕਿ ਇਸ ਨੂੰ ਛੇਤੀ ਹੈ, ਜ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਦੀ ਇੱਕ ਬ੍ਰੇਨ ਹੈ.",0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
FREE 10GB data for Airtel users! Claim now: http://free-data260.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Amazon: You won iPhone 15! Claim now: http://amazon-gift731.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Hi beautiful! I saw your profile. Want to chat? Reply YES to 9844372506,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Congratulations! You are eligible for a pre-approved offer of Rs 2000 from HR Recruitment Cell. براہ کرم 24 گھنٹوں کے اندر اقدام کریں، ورنہ آپ کا کنکشن منقطع کر دیا جائے گا۔ Scan the QR code attached to this message to complete verification instantly.,1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Single women in 8884642888 waiting to meet you! Call Motihari,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Mm feeling sleepy. today itself i shall get that dear,0,en,public_dataset,{},sms_spam,0_en
"Hi Varenya, are we meeting today at Guwahati?",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
EPFO: Pension contribution of INR 16021 received for May. Total balance: INR 402279,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
URGENT: Your SBI Bank account will be suspended. Verify now: http://bank-secure276.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Flipkart: Your order 560143 is out for delivery. Track: https://flipkart.com/track/Palla, Bir and Sabharwal",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Myntra: Your return for order 561456 has been processed. Refund INR Narang-Contractor initiated.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Get 50% discount on your 933 electricity bill! Pay only INR Mau. Limited time: http://bill-discount331.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Myntra: Your return for order 335542 has been processed. Refund INR Gara-Sandal initiated.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
BSES: Your electricity bill for February is INR 4049. Due date: 2025-09-04. Pay online: https://bsesdelhi.com,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
MSEDCL: Bill amount INR November for 4594. Pay at https://mahadiscom.in by 2025-09-08,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Income Tax: You have pending refund of INR 793. Claim now: http://tax-refund541.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Your PNB account XX1826 has balance of INR 41075 as on 21923.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Aight, call me once you're close",0,en,public_dataset,{},sms_spam,0_en
Single women in 7546377003 waiting to meet you! Call Gandhidham,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Jio: You won 1 year free subscription! Call 596 to claim.,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Jio: Main balance INR 4GB/day. Data balance 231GB. Active plans: 427,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
कारण यह है कि अगर टीम बजट उपलब्ध हो तो वे आधार दर पर बिना बोले खिलाड़ियों को खरीदते हैं.,0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",0,en,public_dataset,{},sms_spam,0_en
Aadhaar Card blocked! Verify immediately: http://aadhaar-verify807.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Jio: Main balance INR 3GB/day. Data balance 626GB. Active plans: 252,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your Amazon order #884419 has been delivered. Rate your experience: https://amazon.in,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Thank you for using your ICICI Bank Debit Card XX7340 for INR 22475 at 75724. Avl Bal INR Dara.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Hi beautiful! I saw your profile. Want to chat? Reply YES to 8463807428,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
INR 3556 debited from HDFC Bank A/C XX48589 on 12546. Avl Bal INR Kuruvilla. -HDFC Bank,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Myntra: Your return for order 975716 has been processed. Refund INR Rama-Kant initiated.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Ok ill tell the company,0,en,public_dataset,{},sms_spam,0_en
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0,en,public_dataset,{},sms_spam,0_en
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0,en,public_dataset,{},sms_spam,0_en
Your PNB account XX7177 has balance of INR 4935 as on 57001.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your OTP for a transaction of INR 1500 is 8978. Do not share this OTP with anyone including bank officials.,1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
جی ہاں جی ہاں کوئی نہیں جانتا!,0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
"Dear Customer, Aapka ICICI Bank KYC expire ho gaya hai aur dobara verify karna zaroori hai. jaldi se jaldi jawab de, nahi to aapka account block ho jayega. Niche di gayi pdf file kholkar apni details check kare. [Forwarded] ICICI_Verify.apk 14 MB . APK",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Mom: Please bring Eiravati from the market,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Amazon: You won iPhone 15! Claim now: http://amazon-gift569.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
TATA Power: Bill for February is INR 4971. Due: 2025-09-10. Pay via UPI: 9313634511@ok7104794227,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Income Tax Dept: Your refund of INR 18938 has been processed. Will be credited in 3-5 days.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Who's there say hi to our drugdealer,0,en,public_dataset,{},sms_spam,0_en
Mom: Please bring Mitali from the market,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Adani Electricity: Your bill of INR March for 1220 is generated. Due date: 2025-09-15.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Get 50% discount on your 250 electricity bill! Pay only INR Raichur. Limited time: http://bill-discount515.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
We can go 4 e normal pilates after our intro...,0,en,public_dataset,{},sms_spam,0_en
Swiggy: Order from 656142 delivered. Enjoy your meal! Bill amount: INR Khare LLC,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
EPFO: Pension contribution of INR 8626 received for August. Total balance: INR 127552,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Vi: Your recharge of INR 2GB/day for 322 is successful. Balance: INR 480,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Hey anyway i have to :-),0,en,public_dataset,{},sms_spam,0_en
Myntra: Exclusive 70% discount for you only! Shop now: http://myntra-fashion520.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
शिक्षणाची गरज आहे का? - शिक्षणाची गरज,0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
WINNER! You got ₹SBI cashback in your 439 Bank account. Claim now: http://bank-reward4095.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"You have received a cashback of Rs 25000 from Paytm Cashback. कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा। कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें। [अग्रेषित] Paytm_Cashback.apk 14 MB . APK",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
"Flipkart: Your order 777484 is out for delivery. Track: https://flipkart.com/track/Ramaswamy, Barman and Raman",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
PMO India: You are selected for ₹440 grant. Call 357,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
EPFO: Pension contribution of INR 13116 received for April. Total balance: INR 282286,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
You busy or can I come by at some point and figure out what we're doing tomorrow,0,en,public_dataset,{},sms_spam,0_en
Your debit card XXAxis has been blocked. Call immediately: 659 to reactivate.,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
UPI of INR 2688 to 49313 from A/C XX7919 successful. Ref No. Arora - Yes Bank,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Get rich quick! Earn ₹8583744273 daily from home. Call Parbhani,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Myntra: Your return for order 301631 has been processed. Refund INR Nath, Buch and Ramesh initiated.",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Get rich quick! Earn ₹8700361251 daily from home. Call Hospet,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Amazon: You won iPhone 15! Claim now: http://amazon-gift410.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Swiggy: Order from 937740 delivered. Enjoy your meal! Bill amount: INR Vora, Raghavan and Gour",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,0,en,public_dataset,{},sms_spam,0_en
UPPCL: Electricity bill for August is INR 1020. Pay by 2025-09-24 to avoid disconnection.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
URGENT: Your electricity connection will be disconnected in 2 hours. Pay now: http://quick-bill677.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Ekanta: Doctor appointment confirmed for Tirunelveli at 7,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Jio: You won 1 year free subscription! Call 315 to claim.,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),0,en,public_dataset,{},sms_spam,0_en
"Hey, the party is at Oliver at Hazaribagh PM. Don't be late!",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Airtel: Your plan will renew in 2 days. Current plan: 1GB/day at INR 590. Data balance: 208GB,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Your Amazon order #247111 has been delivered. Rate your experience: https://amazon.in,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Ü comin to fetch us oredi...,0,en,public_dataset,{},sms_spam,0_en
Flipkart: Your order 983622 is out for delivery. Track: https://flipkart.com/track/Dugal Group,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
EPFO: Pension contribution of INR 4997 received for July. Total balance: INR 449226,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Swiggy: Order from 292367 delivered. Enjoy your meal! Bill amount: INR Prabhakar Group,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Airtel: Your plan will renew in 2 days. Current plan: 1GB/day at INR 548. Data balance: 385GB,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Hello Manoj, your FEDEX package with tracking code GB-5673-G72 is waiting for you to set delivery preferences: bit.ly/3xK9pL",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
BSES: Your electricity bill for May is INR 3912. Due date: 2025-09-16. Pay online: https://bsesdelhi.com,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Adani Electricity: Your bill of INR September for 587 is generated. Due date: 2025-09-15.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
I remain unconvinced that this isn't an elaborate test of my willpower,0,en,public_dataset,{},sms_spam,0_en
"প্রিয় গ্রাহক, আপনার FedEx পার্সেল ট্র্যাকিং কোড GB-3800-B55 অসম্পূর্ণ ঠিকানার কারণে ডেলিভার করা যায়নি। অনুগ্রহ করে ২৪ ঘন্টার মধ্যে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে। অনুগ্রহ করে সংযুক্ত ফাইলটি দেখুন এবং এগিয়ে যেতে এটি খুলুন। [ফরওয়ার্ড করা হয়েছে] FedEx_Delivery.apk 14 MB . APK",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Havent still waitin as usual... Ü come back sch oredi?,0,en,public_dataset,{},sms_spam,0_en
Amazon: You won iPhone 15! Claim now: http://amazon-gift929.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Flipkart: Your order 172622 is out for delivery. Track: https://flipkart.com/track/Thaman LLC,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Vi: Special offer! 100GB at INR 682/month. Activate now: http://vi-offer8334251246.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Get rich quick! Earn ₹8857707873 daily from home. Call Silchar,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
K ਅਤੇ ਤੁਹਾਨੂੰ ਯਕੀਨੀ ਹੈ ਕਿ ਮੈਨੂੰ ਇਸ ਨੂੰ ਕਰਨ ਲਈ ਸਹਾਇਤਾ ਫਾਰਮ ਦੀ ਲੋੜ ਨਹੀਂ ਹੈ :V,0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
PMO India: You are selected for ₹329 grant. Call 246,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Den wat will e schedule b lk on sun?,0,en,public_dataset,{},sms_spam,0_en
Aadhaar: Your update request 6904 has been approved.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"प्रिय ग्राहक, Congratulations! You are eligible for a pre-approved offer of Rs 500 from HR Recruitment Cell. कृपया तुरंत कार्रवाई करें, अन्यथा कानूनी कार्रवाई की जाएगी। नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें। [अग्रेषित] Job_Portal.apk 14 MB . APK",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",0,en,public_dataset,{},sms_spam,0_en
"Dear Customer, Aapka India Post parcel tracking GB-6349-G45 address adhura hone ki wajah se deliver nahi ho paya. jaldi se jaldi jawab de, nahi to legal action hoga. Is message ke sath attach QR code scan kare aur turant verify kare.",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
URGENT: Your electricity connection will be disconnected in 2 hours. Pay now: http://quick-bill664.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Airtel: Your plan will renew in 2 days. Current plan: 4GB/day at INR 248. Data balance: 104GB,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Jio: You won 1 year free subscription! Call 284 to claim.,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
She's fine. Sends her greetings,0,en,public_dataset,{},sms_spam,0_en
"Hi Mitesh, are we meeting today at South Dumdum?",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Income Tax Dept: Your refund of INR 6967 has been processed. Will be credited in 3-5 days.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Swiggy: Order from 453141 delivered. Enjoy your meal! Bill amount: INR Ahluwalia Group,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Electricity bill refund of INR 969 approved! Claim now: http://refund-powerMiryalaguda.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Swiggy: Order from 142824 delivered. Enjoy your meal! Bill amount: INR Savant, Ben and Manda",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"प्रिय ग्राहक, Congratulations! You are eligible for a pre-approved offer of Rs 2000 from InstaCredit. कृपया २४ तासांच्या आत कारवाई करा, अन्यथा तुमचे खाते बंद होईल. There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process. [Forwarded] InstaCredit.apk",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
Mom: Please bring Faras from the market,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Income Tax Dept: Your refund of INR 7369 has been processed. Will be credited in 3-5 days.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Yeah do! Don‘t stand to close tho- you‘ll catch something!,0,en,public_dataset,{},sms_spam,0_en
Adani Electricity: Your bill of INR August for 3989 is generated. Due date: 2025-09-03.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Jio: You won 1 year free subscription! Call 432 to claim.,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
Try neva mate!!,0,en,public_dataset,{},sms_spam,0_en
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",0,en,public_dataset,{},sms_spam,0_en
URGENT: Your ICICI Bank account will be suspended. Verify now: http://bank-secure456.in,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",0,en,public_dataset,{},sms_spam,0_en
Your HDFC Bank KYC will expire in 24 hours. Update here: http://kyc-update751.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
"Hi Agastya, are we meeting today at Malda?",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Axis Bank Free Msg: Your bill is paid. Thanks, here's a little gift for you: bedy13.com/update",1,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,1_unknown
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0,en,public_dataset,{},sms_spam,0_en
You could have seen me..i did't recognise you Face.:),0,en,public_dataset,{},sms_spam,0_en
Income Tax Dept: Your refund of INR 3247 has been processed. Will be credited in 3-5 days.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Adani Electricity: Your bill of INR November for 3451 is generated. Due date: 2025-09-18.,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Radhika: Doctor appointment confirmed for Panihati at 10,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
PMO India: You are selected for ₹428 grant. Call 949,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"Flipkart: Your order 751731 is out for delivery. Track: https://flipkart.com/track/Master, Sarkar and Dani",0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
"जेव्हा मी उधार घेतो, तो ठीक आहे.",0,unknown,raw_dataset,{},synthetic_fake_app_dataset_v2.csv,0_unknown
"Hmm well, night night",0,en,public_dataset,{},sms_spam,0_en
Passport Seva: Your appointment is confirmed for 12375 at December,0,en,public_dataset,{},CloveAI/india-spam-sms,0_en
Flipkart Big Billion Days! Get 90% OFF on all products: http://flipkart-sale268.com,1,en,public_dataset,{},CloveAI/india-spam-sms,1_en
